,id,qid1,qid2,question1,question2,is_duplicate
210169,210169,8998,414555,What's the best way to tell a friend they have body odor issues?,How do I tell a friend that his legs/body stinks of bad odor without hurting his feelings?,1
227078,227078,447530,447531,Will India declare war on Pakistan? Which all countries will support India?,"Suppose India declare war against Pakistan, how many countries will support India?",1
103256,103256,204839,204840,What is the funniest thing you have ever done with your friends?,What's the funniest thing you have ever done to someone?,1
216108,216108,426121,426122,How do I learn to say no?,"How do you learn to say ""NO"" to people?",1
272128,272128,535171,535172,What is wrong with the American education system?,What is wrong with the American school system?,1
129263,129263,256056,256057,When will the CBSE improvement exams forms be out?,When will the CBSE improvement exam form be out?,1
180769,180769,357039,357040,Why I couldn't sleep at night?,Why I can't sleep at night?,1
377344,377344,738127,738128,What is a hadith in Islam?,What is Hadith in Islam?,1
22607,22607,45103,45104,What are some great real life love stories?,What are some great real life love stories which took a lot of efforts to be successful?,1
340199,340199,666877,666878,What are the good video tutorials to learn Java 8?,What is best tutorial/blog where I can learning Java 8?,1
298644,298644,586587,586588,What is the best way to make money as a 15 year old?,How do I make money as a 15 year old?,1
397116,397116,775952,775953,What's the difference between infatuation and real love?,"What is the difference between infatuation and ""real love""?",1
143057,143057,283130,283131,How can I earn money through YouTube?,What are some ways to make money from YouTube?,1
127260,127260,252114,252115,Do Chinese people believe wishing trees?,Do Chinese people believe wishing tree?,1
381938,381938,746935,746936,How does Ensure help you gain weight?,Can you use Ensure to gain weight?,1
297780,297780,584900,584901,How do I lose 7kgs in 2 weeks?,How can I lose weight quickly in 2 weeks?,1
202752,202752,400055,400056,What is the best hair gel for men?,Which is the best hair gel for men?,1
13912,13912,27772,27773,How can you determine the atomic radius of niobium?,How can the atomic radius of niobium be determined?,1
88321,88321,175380,175381,How do you get rid of a double chin?,How can I remove double chin?,1
328517,328517,644295,644296,How did Donald Trump win the presidency?,How did Donald Trump win the Presidential election?,1
201121,201121,396885,396886,Was today's UPSC prelims 2016 a tough paper? What could be the expected cut offs?,How was upsc prelims 2016?,1
95014,95014,188610,188611,How does one become a Dominatrix?,How do I become a dominatrix?,1
224738,224738,442949,442950,I have social anxiety and it’s affecting my whole life. My self esteem is so low and I feel I’ll never find a lover because of it. How can I fix this?,I have low self esteem coupled with anxiety which is ruining my dating life. How do I improve myself to be strong and independent?,1
122911,122911,243559,243560,Why does planets move in elliptical orbit why not in circular orbits?,Why do planets revolve in elliptical orbits?,1
217546,217546,428931,428932,Can you pass a urine test for meth in 4 days?,Can I pass a blood test after meth use?,1
223161,223161,439848,439849,How does it feels to stop smoking?,How does it feel to stop smoking?,1
165586,165586,327297,327298,"How cold can the Gobi Desert get, and how do its average temperatures compare to the ones in the Sahara?","How cold can the Gobi Desert get, and how do its average temperatures compare to the ones in the Simpson Desert?",1
76907,76907,152811,152812,What is the toughest interview question ever asked?,What is best puzzling question ever asked in an interview?,1
227415,227415,448185,448186,How do I retrieve gmail mails which are deleted from trash?,How do I recover my Gmail after it has been deleted from trash?,1
278549,278549,547632,547633,Is it impossible for two persons to have exactly the same fingerprints?,Can two people have the same fingerprints?,1
293532,293532,576645,576646,Which is a good laptop costing around INR 60k?,Which is the best laptop available in India in a budget of 60k?,1
213080,213080,420219,420220,Which is the best country to do MS in ECE?,Which country is the best for pursuing a MS in ECE?,1
273388,273388,537618,537619,What should Bill Clinton be called if Hillary is elected?,"If Hillary Clinton were to be elected, would Bill Clinton still be called Mr. President?",1
363892,363892,712343,712344,When will Apple release the new MacBook Pro in 2016?,"Are there any rumours about when a new MacBook Pro 15"" could be released?",1
89790,89790,178281,178282,What is the importance of software quality assurance?,Why is software quality assurance important?,1
403750,403750,788644,788645,How do you measure your success?,How would you measure success?,1
395446,395446,772755,772756,How will a Trump presidency affect the students presently in US or planning to study in US?,What is it going to be for Muslims students who intends to study in the US under Trump’s presidency?,1
356092,356092,697386,697387,How Can Do Free Online Astrology Prediction.?,Are there any good free online astrologers?,1
153608,153608,303819,303820,Does technology adversely affect relationships?,Has technology affected relationships?,1
96353,96353,191260,191261,What are some good mystery TV shows?,What are the best mystery TV series?,1
96604,96604,191752,191753,What is the difference between a dream and a hallucination?,What is the difference between dream and hallucination?,1
2652,2652,5304,5305,Can skipping increase your height?,How do I increase the height?,1
240959,240959,474619,474620,Should I prepare for USMLE or Indian PG?,What is the best option to do: the USMLE or the Indian PG?,1
291145,291145,572021,572022,How do I log in to Quora and log out?,How do I log out from Quora website?,1
253229,253229,498497,498498,How can I marry a rich woman?,How do you arrange a marriage with a rich woman?,1
158123,158123,312683,312684,Can a transgender person change back to their original/birth Gender?,Can a transgender person transition back to their previous gender after gender reassignment surgery?,1
383914,383914,750720,750721,What are the benefits of being a jack of all trades but master of none?,Is there a use for anyone who is actually a jack of all trades but master of none?,1
295506,295506,580476,580477,How long after smoking a small amount of meth is it first detected in a urine test?,How long will .01 shot of meth be detectable with a mouthswab test?,1
379385,379385,742035,742036,What are the options after doing Arts?,What are the career options after doing fine arts?,1
